target,average_temp,out_count,population,num_household,visit,deliver_takeout
26908420,2.8,13932,226379,95209,54.2,16.6
22114530,,11749,226379,95209,54.2,16.6
21969090,,11818,226379,95209,54.2,16.6
24884650,-2.4,12311,226379,95209,54.2,16.6
34327450,-1.5,16387,226379,95209,54.2,16.6
27642450,2.7,13890,226379,95209,54.2,16.6
24496090,7.1,12998,226379,95209,54.2,16.6
24457099,5.8,13001,226379,95209,54.2,16.6
22621120,-0.3,12330,226379,95209,54.2,16.6
22354238,1.3,12111,226379,95209,54.2,16.6
24454400,2.4,12414,226379,95209,54.2,16.6
33811050,4.3,16495,226379,95209,54.2,16.6
27463249,7.7,14170,226379,95209,54.2,16.6
23624590,7.6,12492,226379,95209,54.2,16.6
24167640,1.3,13502,226379,95209,54.2,16.6
20878650,-0.3,11639,226379,95209,54.2,16.6
21162280,-0.9,11683,226379,95209,54.2,16.6
22625790,-0.9,11856,226379,95209,54.2,16.6
32207429,3.3,15910,226379,95209,54.2,16.6
25587400,3,13170,226379,95209,54.2,16.6
22005889,0.4,12086,226379,95209,54.2,16.6
26618440,1.2,13708,226379,95209,54.2,16.6
23428100,2,12158,226379,95209,54.2,16.6
22954300,-1.5,12166,226379,95209,54.2,16.6
24413600,0,12589,226379,95209,54.2,16.6
31287990,2.5,15274,226379,95209,54.2,16.6
25265680,2.7,12781,226379,95209,54.2,16.6
23367710,-6.7,12528,226379,95209,54.2,16.6
27632900,-2.5,13932,226736,95594,52.5,17.3
25351530,0.8,12878,226736,95594,52.5,17.3
22252680,-0.1,11865,226736,95594,52.5,17.3
24548490,0.9,12473,226736,95594,52.5,17.3
33540789,-0.1,16461,226736,95594,52.5,17.3
23477339,3.1,12238,226736,95594,52.5,17.3
20328120,7.6,10793,226736,95594,52.5,17.3
27349110,3,14268,226736,95594,52.5,17.3
22291910,-0.3,12170,226736,95594,52.5,17.3
21799670,-0.9,11881,226736,95594,52.5,17.3
23297160,-0.4,11864,226736,95594,52.5,17.3
32339690,-0.3,15910,226736,95594,52.5,17.3
25262330,-1.9,12972,226736,95594,52.5,17.3
23602990,-2.1,12449,226736,95594,52.5,17.3
23474590,-2.4,12704,226736,95594,52.5,17.3
21763120,-1.9,11866,226736,95594,52.5,17.3
22200510,-1.3,11982,226736,95594,52.5,17.3
23851530,-1.1,12152,226736,95594,52.5,17.3
32717499,1.4,15822,226736,95594,52.5,17.3
27057040,1.2,13494,226736,95594,52.5,17.3
25528070,-1,13005,226736,95594,52.5,17.3
28412330,1.4,14205,226736,95594,52.5,17.3
34853460,4.3,17597,226736,95594,52.5,17.3
38599450,2.5,18554,226736,95594,52.5,17.3
22759179,3.1,10593,226736,95594,52.5,17.3
26979770,5,12177,226736,95594,52.5,17.3
30716679,5.5,14127,226736,95594,52.5,17.3
31765300,7.2,15294,226736,95594,52.5,17.3
28842600,6.2,14462,226736,95594,52.5,17.3
25739700,5.1,13460,226736,95594,52.5,17.3
24920050,2.8,12870,226736,95594,52.5,17.3
36065740,5.1,17828,227112,96259,52.5,17.3
26636150,3.3,13953,227112,96259,52.5,17.3
25011369,4.8,13670,227112,96259,52.5,17.3
22681700,2.5,12405,227112,96259,52.5,17.3
23484150,1.2,12930,227112,96259,52.5,17.3
22560069,3.1,12683,227112,96259,52.5,17.3
25924750,5.2,13648,227112,96259,52.5,17.3
35776869,7.4,17923,227112,96259,52.5,17.3
25356340,9.5,13620,227112,96259,52.5,17.3
21677850,6.4,11992,227112,96259,52.5,17.3
25875600,3.5,14371,227112,96259,52.5,17.3
23290230,6.5,13058,227112,96259,52.5,17.3
22177420,5.6,12390,227112,96259,52.5,17.3
24694290,4.2,12963,227112,96259,52.5,17.3
20207909,4.4,10339,227112,96259,52.5,17.3
26608130,3.2,13991,227112,96259,52.5,17.3
23825280,5.9,13243,227112,96259,52.5,17.3
26188860,8.9,14590,227112,96259,52.5,17.3
20953290,8.5,11736,227112,96259,52.5,17.3
24717600,8.8,13596,227112,96259,52.5,17.3
26313200,12.2,13841,227112,96259,52.5,17.3
34896670,11,17744,227112,96259,52.5,17.3
25957969,9.4,13903,227112,96259,52.5,17.3
24500810,9.9,13935,227112,96259,52.5,17.3
25889630,11.9,14533,227112,96259,52.5,17.3
23093730,14,13287,227112,96259,52.5,17.3
22818800,11.5,12885,227112,96259,52.5,17.3
25588229,7.7,13747,227112,96259,52.5,17.3
35028610,7.8,17806,227112,96259,52.5,17.3
25411580,8.9,14087,227112,96259,52.5,17.3
24105950,10.3,13881,227112,96259,52.5,17.3
24102310,10.8,13597,227550,96525,52.5,17.3
23066130,9.2,13342,227550,96525,52.5,17.3
21921728,9.2,12809,227550,96525,52.5,17.3
24883940,9,13296,227550,96525,52.5,17.3
34506669,6.8,17699,227550,96525,52.5,17.3
25267640,8.6,13711,227550,96525,52.5,17.3
24138790,10,13869,227550,96525,52.5,17.3
24280360,8.8,13867,227550,96525,52.5,17.3
22518540,8.5,13065,227550,96525,52.5,17.3
22341160,9.8,12936,227550,96525,52.5,17.3
24358560,8.3,13359,227550,96525,52.5,17.3
23548780,9.7,12332,227550,96525,52.5,17.3
25664530,10.9,14023,227550,96525,52.5,17.3
23257700,11.7,13322,227550,96525,52.5,17.3
26654720,12.1,15042,227550,96525,52.5,17.3
24173750,15.4,13793,227550,96525,52.5,17.3
21949740,12.9,12371,227550,96525,52.5,17.3
26217230,13.5,14303,227550,96525,52.5,17.3
29808670,11.6,15449,227550,96525,52.5,17.3
26552010,10.3,14470,227550,96525,52.5,17.3
23152340,7.7,13189,227550,96525,52.5,17.3
23164050,7.1,13238,227550,96525,52.5,17.3
22753470,8.5,12984,227550,96525,52.5,17.3
22781150,10.3,12863,227550,96525,52.5,17.3
24668970,13.5,13397,227550,96525,52.5,17.3
33374050,12,17357,227550,96525,52.5,17.3
25803150,11.8,14156,227550,96525,52.5,17.3
24663980,13.2,14125,227550,96525,52.5,17.3
25136270,14.7,14599,227550,96525,52.5,17.3
25639200,16.8,14354,227550,96525,52.5,17.3
25802950,21,14036,227749,96896,52.5,17.3
26063350,20.9,14020,227749,96896,52.5,17.3
32008090,20.5,16858,227749,96896,52.5,17.3
27461520,18.9,14997,227749,96896,52.5,17.3
27921390,14.4,15080,227749,96896,52.5,17.3
29496050,18,16235,227749,96896,52.5,17.3
25473670,19.8,14578,227749,96896,52.5,17.3
23463660,18.6,13735,227749,96896,52.5,17.3
24092940,14.6,12584,227749,96896,52.5,17.3
37704040,14,19500,227749,96896,52.5,17.3
28321090,16.6,15501,227749,96896,52.5,17.3
25709540,14.2,14752,227749,96896,52.5,17.3
27360960,15.5,15856,227749,96896,52.5,17.3
25430290,19.7,14741,227749,96896,52.5,17.3
21700250,15.9,12290,227749,96896,52.5,17.3
28772350,16.3,15491,227749,96896,52.5,17.3
38819930,19.2,19844,227749,96896,52.5,17.3
24908410,19.1,13712,227749,96896,52.5,17.3
29001060,13.2,15928,227749,96896,52.5,17.3
28301570,14.3,15964,227749,96896,52.5,17.3
24603970,16.9,14293,227749,96896,52.5,17.3
24990840,18.1,14601,227749,96896,52.5,17.3
28678420,20.2,15575,227749,96896,52.5,17.3
36067619,17.1,18650,227749,96896,52.5,17.3
28835340,15.5,15910,227749,96896,52.5,17.3
26105840,16.3,15104,227749,96896,52.5,17.3
28085090,17.6,16229,227749,96896,52.5,17.3
26303689,18.4,15098,227749,96896,52.5,17.3
26077730,20,15269,227749,96896,52.5,17.3
29194310,22.2,15722,227749,96896,52.5,17.3
39044469,20.6,20000,227749,96896,52.5,17.3
29392900,19.6,16245,228111,97348,52.5,17.3
26328520,18.5,15440,228111,97348,52.5,17.3
29066370,22,16921,228111,97348,52.5,17.3
27058010,22.9,15861,228111,97348,52.5,17.3
26180850,21.9,15164,228111,97348,52.5,17.3
31192700,23.7,16529,228111,97348,52.5,17.3
39918699,21.9,20581,228111,97348,52.5,17.3
31456400,24.3,17403,228111,97348,52.5,17.3
29957149,25.7,17391,228111,97348,52.5,17.3
26821840,25.6,15609,228111,97348,52.5,17.3
30029170,25.2,17442,228111,97348,52.5,17.3
27370700,23.2,15965,228111,97348,52.5,17.3
31035170,25.8,16618,228111,97348,52.5,17.3
41617940,23.1,21461,228111,97348,52.5,17.3
31836000,22.4,17715,228111,97348,52.5,17.3
29754698,23.6,17481,228111,97348,52.5,17.3
29030199,23.3,17572,228111,97348,52.5,17.3
27161350,22.3,16648,228111,97348,52.5,17.3
27414649,23.8,16478,228111,97348,52.5,17.3
30715200,24.1,16979,228111,97348,52.5,17.3
39873240,24.9,21008,228111,97348,52.5,17.3
32236400,26.5,18076,228111,97348,52.5,17.3
30073850,25.7,18197,228111,97348,52.5,17.3
26377030,22,15730,228111,97348,52.5,17.3
29034640,21.5,17680,228111,97348,52.5,17.3
27003130,22.1,16302,228111,97348,52.5,17.3
30850190,23.8,17252,228111,97348,52.5,17.3
39464110,23.8,21262,228111,97348,52.5,17.3
27202240,22.2,15599,228111,97348,52.5,17.3
29946200,20.1,17433,228111,97348,52.5,17.3
30538089,20.2,18365,228323,97673,52.5,17.3
27758030,23.3,17216,228323,97673,52.5,17.3
27252710,23.1,16659,228323,97673,52.5,17.3
30995790,22.3,17477,228323,97673,52.5,17.3
39328739,23,21383,228323,97673,52.5,17.3
31279700,24.9,18207,228323,97673,52.5,17.3
29562020,23.5,18033,228323,97673,52.5,17.3
29928990,23.8,18419,228323,97673,52.5,17.3
28812620,26.5,17628,228323,97673,52.5,17.3
27351940,25.6,16983,228323,97673,52.5,17.3
31488189,25.8,17949,228323,97673,52.5,17.3
36190070,22.5,19636,228323,97673,52.5,17.3
28501710,18.6,15823,228323,97673,52.5,17.3
32322630,20.4,19065,228323,97673,52.5,17.3
31507550,22,18760,228323,97673,52.5,17.3
29040930,23.3,17577,228323,97673,52.5,17.3
29290549,24.7,17494,228323,97673,52.5,17.3
32672140,25.2,18293,228323,97673,52.5,17.3
40247130,24.8,21582,228323,97673,52.5,17.3
32118020,23.8,18354,228323,97673,52.5,17.3
31665380,25.1,19138,228323,97673,52.5,17.3
28431500,22.2,16792,228323,97673,52.5,17.3
22702060,21.2,13276,228323,97673,52.5,17.3
33288090,22.8,19511,228323,97673,52.5,17.3
33335120,24.8,18674,228323,97673,52.5,17.3
41218810,24.1,22247,228323,97673,52.5,17.3
31878550,24.1,18346,228323,97673,52.5,17.3
30665920,23.5,18376,228323,97673,52.5,17.3
28530559,24.4,16937,228323,97673,52.5,17.3
30790070,24.7,18524,228323,97673,52.5,17.3
29584079,25.6,17836,228323,97673,52.5,17.3
29826050,25.8,17047,228768,98150,52.5,17.3
36029680,25,19337,228768,98150,52.5,17.3
29259210,24.3,16308,228768,98150,52.5,17.3
34325750,27.1,20156,228768,98150,52.5,17.3
30936130,26.8,18596,228768,98150,52.5,17.3
28324010,24.3,16984,228768,98150,52.5,17.3
28667550,23.3,17312,228768,98150,52.5,17.3
27531900,23.4,15761,228768,98150,52.5,17.3
39068900,24.8,21440,228768,98150,52.5,17.3
28731840,26,17073,228768,98150,52.5,17.3
29680970,24.6,18306,228768,98150,52.5,17.3
28619645,26.5,18295,228768,98150,52.5,17.3
27386152,27.9,17696,228768,98150,52.5,17.3
26568731,27.4,17185,228768,98150,52.5,17.3
26740641,26.2,16035,228768,98150,52.5,17.3
33942989,27.5,19907,228768,98150,52.5,17.3
33230987,27.8,19786,228768,98150,52.5,17.3
30668005,26.6,19109,228768,98150,52.5,17.3
29425275,26.4,18887,228768,98150,52.5,17.3
27297942,27.2,18009,228768,98150,52.5,17.3
26577946,27.2,17563,228768,98150,52.5,17.3
26220056,24.1,16239,228768,98150,52.5,17.3
41488073,25.3,24201,228768,98150,52.5,17.3
28974388,27.2,18478,228768,98150,52.5,17.3
27519660,29.2,18675,228768,98150,52.5,17.3
28082867,29.3,19003,228768,98150,52.5,17.3
24118454,27.5,16629,228768,98150,52.5,17.3
26317918,27.6,17836,228768,98150,52.5,17.3
27726556,26.1,17518,228768,98150,52.5,17.3
38428664,26.5,23212,228768,98150,52.5,17.3
29235249,26.6,18984,228768,98150,52.5,17.3
27081225,26,18798,229249,98610,52.5,17.3
23206961,23.7,15854,229249,98610,52.5,17.3
27127988,22.5,18310,229249,98610,52.5,17.3
26421451,22.9,17745,229249,98610,52.5,17.3
28356857,22.3,18357,229249,98610,52.5,17.3
32678520,20.9,20100,229249,98610,52.5,17.3
22399448,18.9,13850,229249,98610,52.5,17.3
32102168,23.2,20865,229249,98610,52.5,17.3
24862504,20.5,16870,229249,98610,52.5,17.3
25739632,21.9,17662,229249,98610,52.5,17.3
22506271,21.7,15758,229249,98610,52.5,17.3
25831958,19.7,16551,229249,98610,52.5,17.3
36490679,21.1,22360,229249,98610,52.5,17.3
26228942,20.8,17384,229249,98610,52.5,17.3
25050029,22.4,17143,229249,98610,52.5,17.3
24007100,20.9,16785,229249,98610,52.5,17.3
23853870,20.4,16440,229249,98610,52.5,17.3
23363400,20.8,16098,229249,98610,52.5,17.3
25378330,19.6,16230,229249,98610,52.5,17.3
34010490,18.6,20755,229249,98610,52.5,17.3
26208150,17.9,16915,229249,98610,52.5,17.3
24142080,19.1,16402,229249,98610,52.5,17.3
24839610,18.9,16696,229249,98610,52.5,17.3
23452570,20.6,15824,229249,98610,52.5,17.3
23263730,20.3,15524,229249,98610,52.5,17.3
26519270,19.8,16321,229249,98610,52.5,17.3
36082130,19.2,21134,229249,98610,52.5,17.3
27829470,19.2,17371,229249,98610,52.5,17.3
31815030,18.6,20221,229249,98610,52.5,17.3
37606580,18.9,22439,229249,98610,52.5,17.3
27364030,18.3,15375,229424,98897,52.5,17.3
26484660,19.3,14842,229424,98897,52.5,17.3
31100980,19.4,17010,229424,98897,52.5,17.3
35361830,17.1,20146,229424,98897,52.5,17.3
27580250,13.6,16477,229424,98897,52.5,17.3
25249110,13.8,16043,229424,98897,52.5,17.3
25797220,15.3,16461,229424,98897,52.5,17.3
23912120,16.8,15342,229424,98897,52.5,17.3
24807750,16.7,15083,229424,98897,52.5,17.3
26147770,16.2,15529,229424,98897,52.5,17.3
35357130,16,20161,229424,98897,52.5,17.3
26417670,15.5,16138,229424,98897,52.5,17.3
24573040,12.4,15625,229424,98897,52.5,17.3
24142360,12.7,15063,229424,98897,52.5,17.3
23032310,11.2,14579,229424,98897,52.5,17.3
22360890,11.6,14254,229424,98897,52.5,17.3
25345830,12.5,14921,229424,98897,52.5,17.3
34737930,12.1,19545,229424,98897,52.5,17.3
26906320,13.6,15939,229424,98897,52.5,17.3
25121720,13.8,15363,229424,98897,52.5,17.3
24130200,13.3,15143,229424,98897,52.5,17.3
23693450,12.9,14629,229424,98897,52.5,17.3
22350550,8.9,13867,229424,98897,52.5,17.3
24738940,8.1,14099,229424,98897,52.5,17.3
35206961,10.8,19105,229424,98897,52.5,17.3
27336421,11.7,15648,229424,98897,52.5,17.3
24788277,12.4,15005,229424,98897,52.5,17.3
25177083,13.3,15146,229424,98897,52.5,17.3
24162475,9.6,14453,229424,98897,52.5,17.3
23816324,10.1,14265,229424,98897,52.5,17.3
25569775,12.6,14415,229424,98897,52.5,17.3
